a = 000fd750, b = 000fd750, Cin = 0, Cout = 0, S = 001faea0
a = be7fa709, b = 3e4aff0f, Cin = 0, Cout = 0, S = fccaa618
a = be7fa709, b = ff2394c7, Cin = 0, Cout = 1, S = bda33bd0
a = be7fa709, b = ce62f445, Cin = 0, Cout = 1, S = 8ce29b4e
a = be7fa709, b = 52448c87, Cin = 0, Cout = 1, S = 10c43390
a = be7fa709, b = dbd68233, Cin = 0, Cout = 1, S = 9a56293c
a = be7fa709, b = 43612820, Cin = 0, Cout = 1, S = 01e0cf29
a = be7fa709, b = ed72357f, Cin = 0, Cout = 1, S = abf1dc88
a = be7fa709, b = c9cf911c, Cin = 0, Cout = 1, S = 884f3825
a = be7fa709, b = f2332a08, Cin = 0, Cout = 1, S = b0b2d111
a = be7fa709, b = 9a071031, Cin = 0, Cout = 1, S = 5886b73a
a = be7fa709, b = ceda8cdd, Cin = 0, Cout = 1, S = 8d5a33e6
a = be7fa709, b = 15f57248, Cin = 0, Cout = 0, S = d4751951
a = be7fa709, b = 08e09e65, Cin = 0, Cout = 0, S = c760456e
a = be7fa709, b = 87cefc84, Cin = 0, Cout = 1, S = 464ea38d
a = be7fa709, b = 17b0d618, Cin = 0, Cout = 0, S = d6307d21
a = be7fa709, b = dfaa6851, Cin = 0, Cout = 1, S = 9e2a0f5a
a = be7fa709, b = ed3e55e9, Cin = 0, Cout = 1, S = abbdfcf2
a = be7fa709, b = e3b77c09, Cin = 0, Cout = 1, S = a2372312
a = be7fa709, b = e8210362, Cin = 0, Cout = 1, S = a6a0aa6b
a = be7fa709, b = bf4a55f3, Cin = 0, Cout = 1, S = 7dc9fcfc
a = be7fa709, b = 740ef8da, Cin = 0, Cout = 1, S = 328e9fe3
a = be7fa709, b = 9755e11a, Cin = 0, Cout = 1, S = 55d58823
a = be7fa709, b = 1d63ec61, Cin = 0, Cout = 0, S = dbe3936a
a = be7fa709, b = 79260977, Cin = 0, Cout = 1, S = 37a5b080
a = be7fa709, b = 04095c7e, Cin = 0, Cout = 0, S = c2890387
a = be7fa709, b = ea50f8c7, Cin = 0, Cout = 1, S = a8d09fd0
a = be7fa709, b = de4f6266, Cin = 0, Cout = 1, S = 9ccf096f
a = be7fa709, b = f108a503, Cin = 0, Cout = 1, S = af884c0c
a = be7fa709, b = e1c38706, Cin = 0, Cout = 1, S = a0432e0f
a = be7fa709, b = b4508388, Cin = 0, Cout = 1, S = 72d02a91
a = be7fa709, b = 2923b07c, Cin = 0, Cout = 0, S = e7a35785
a = be7fa709, b = 2e9feadc, Cin = 0, Cout = 0, S = ed1f91e5
a = be7fa709, b = f3391327, Cin = 0, Cout = 1, S = b1b8ba30
a = be7fa709, b = 62fd14a5, Cin = 0, Cout = 1, S = 217cbbae
a = be7fa709, b = d0f29a5b, Cin = 0, Cout = 1, S = 8f724164
a = be7fa709, b = 2360e2c1, Cin = 0, Cout = 0, S = e1e089ca
a = be7fa709, b = be7fa709, Cin = 0, Cout = 1, S = 7cff4e12
a = be7fa709, b = 6cc8f43c, Cin = 0, Cout = 1, S = 2b489b45
a = be7fa709, b = 02bca031, Cin = 0, Cout = 0, S = c13c473a
a = be7fa709, b = a40a0df1, Cin = 0, Cout = 1, S = 6289b4fa
a = be7fa709, b = b1921498, Cin = 0, Cout = 1, S = 7011bba1
a = be7fa709, b = 90de4f58, Cin = 0, Cout = 1, S = 4f5df661
a = be7fa709, b = bbd44d10, Cin = 0, Cout = 1, S = 7a53f419
a = be7fa709, b = 641400b3, Cin = 0, Cout = 1, S = 2293a7bc
a = be7fa709, b = aadb2c18, Cin = 0, Cout = 1, S = 695ad321
a = be7fa709, b = 4b364f61, Cin = 0, Cout = 1, S = 09b5f66a
a = be7fa709, b = 1430c55d, Cin = 0, Cout = 0, S = d2b06c66
a = be7fa709, b = 365a463f, Cin = 0, Cout = 0, S = f4d9ed48
a = be7fa709, b = 38e6d312, Cin = 0, Cout = 0, S = f7667a1b
a = be7fa709, b = 4d9384e9, Cin = 0, Cout = 1, S = 0c132bf2
a = be7fa709, b = 6e7969bb, Cin = 0, Cout = 1, S = 2cf910c4
a = be7fa709, b = 5a0090e2, Cin = 0, Cout = 1, S = 188037eb
a = be7fa709, b = f79548e7, Cin = 0, Cout = 1, S = b614eff0
a = be7fa709, b = f8da31b7, Cin = 0, Cout = 1, S = b759d8c0
a = be7fa709, b = d3f902b6, Cin = 0, Cout = 1, S = 9278a9bf
a = be7fa709, b = 17479f9b, Cin = 0, Cout = 0, S = d5c746a4
a = be7fa709, b = afe62522, Cin = 0, Cout = 1, S = 6e65cc2b
a = be7fa709, b = d6580ac2, Cin = 0, Cout = 1, S = 94d7b1cb
a = be7fa709, b = c7b09cf5, Cin = 0, Cout = 1, S = 863043fe
a = be7fa709, b = d01b45ea, Cin = 0, Cout = 1, S = 8e9aecf3
a = be7fa709, b = 5bb4054a, Cin = 0, Cout = 1, S = 1a33ac53
a = be7fa709, b = 46cab7fb, Cin = 0, Cout = 1, S = 054a5f04
a = be7fa709, b = 01afc5f2, Cin = 0, Cout = 0, S = c02f6cfb
a = be7fa709, b = d60ff0ae, Cin = 0, Cout = 1, S = 948f97b7
a = be7fa709, b = 1c48c2e0, Cin = 0, Cout = 0, S = dac869e9
a = be7fa709, b = 9136cd04, Cin = 0, Cout = 1, S = 4fb6740d
a = be7fa709, b = 2a8a3b80, Cin = 0, Cout = 0, S = e909e289
a = be7fa709, b = 4068f5de, Cin = 0, Cout = 0, S = fee89ce7
a = be7fa709, b = b469dcff, Cin = 0, Cout = 1, S = 72e98408
a = be7fa709, b = 1d62204b, Cin = 0, Cout = 0, S = dbe1c754
a = be7fa709, b = eba8454b, Cin = 0, Cout = 1, S = aa27ec54
a = be7fa709, b = ed8fc5f5, Cin = 0, Cout = 1, S = ac0f6cfe
a = be7fa709, b = ec03ab1d, Cin = 0, Cout = 1, S = aa835226
a = be7fa709, b = 61c1a992, Cin = 0, Cout = 1, S = 2041509b
a = be7fa709, b = 61a3a813, Cin = 0, Cout = 1, S = 20234f1c
a = be7fa709, b = 6faec648, Cin = 0, Cout = 1, S = 2e2e6d51
a = be7fa709, b = 1f79af1d, Cin = 0, Cout = 0, S = ddf95626
a = be7fa709, b = c76a69a5, Cin = 0, Cout = 1, S = 85ea10ae
a = be7fa709, b = 308f4b4b, Cin = 0, Cout = 0, S = ef0ef254
a = be7fa709, b = 27f8eb5e, Cin = 0, Cout = 0, S = e6789267
a = be7fa709, b = 3fdd76cc, Cin = 0, Cout = 0, S = fe5d1dd5
a = be7fa709, b = 608e3420, Cin = 0, Cout = 1, S = 1f0ddb29
a = be7fa709, b = 16122bea, Cin = 0, Cout = 0, S = d491d2f3
a = be7fa709, b = 3a354c1e, Cin = 0, Cout = 0, S = f8b4f327
a = be7fa709, b = 001c91c2, Cin = 0, Cout = 0, S = be9c38cb
a = be7fa709, b = 53a5f236, Cin = 0, Cout = 1, S = 1225993f
a = be7fa709, b = 21cc01c6, Cin = 0, Cout = 0, S = e04ba8cf
a = be7fa709, b = 6ae02c17, Cin = 0, Cout = 1, S = 295fd320
a = be7fa709, b = 3928c908, Cin = 0, Cout = 0, S = f7a87011
a = be7fa709, b = 3cf312ca, Cin = 0, Cout = 0, S = fb72b9d3
a = be7fa709, b = c7f6d3dc, Cin = 0, Cout = 1, S = 86767ae5
a = be7fa709, b = d231a019, Cin = 0, Cout = 1, S = 90b14722
a = 6cc8f43c, b = 000fd750, Cin = 0, Cout = 0, S = 6cd8cb8c
a = 6cc8f43c, b = 00046831, Cin = 0, Cout = 0, S = 6ccd5c6d
a = 6cc8f43c, b = 000d8e15, Cin = 0, Cout = 0, S = 6cd68251
a = 6cc8f43c, b = aa21deaf, Cin = 0, Cout = 1, S = 16ead2eb
a = 6cc8f43c, b = 33b278c3, Cin = 0, Cout = 0, S = a07b6cff
a = 6cc8f43c, b = 627ecaf3, Cin = 0, Cout = 0, S = cf47bf2f
a = 6cc8f43c, b = 34d72f2d, Cin = 0, Cout = 0, S = a1a02369
a = 6cc8f43c, b = e2e08ab9, Cin = 0, Cout = 1, S = 4fa97ef5
a = 6cc8f43c, b = 2f2bb91f, Cin = 0, Cout = 0, S = 9bf4ad5b
a = 6cc8f43c, b = 758e1030, Cin = 0, Cout = 0, S = e257046c
a = 6cc8f43c, b = fb5d968d, Cin = 0, Cout = 1, S = 68268ac9
a = 6cc8f43c, b = 3e4aff0f, Cin = 0, Cout = 0, S = ab13f34b
a = 6cc8f43c, b = ff2394c7, Cin = 0, Cout = 1, S = 6bec8903
a = 6cc8f43c, b = ce62f445, Cin = 0, Cout = 1, S = 3b2be881
a = 6cc8f43c, b = 52448c87, Cin = 0, Cout = 0, S = bf0d80c3
a = 6cc8f43c, b = dbd68233, Cin = 0, Cout = 1, S = 489f766f
a = 6cc8f43c, b = 43612820, Cin = 0, Cout = 0, S = b02a1c5c
a = 6cc8f43c, b = ed72357f, Cin = 0, Cout = 1, S = 5a3b29bb
a = 6cc8f43c, b = c9cf911c, Cin = 0, Cout = 1, S = 36988558
a = 6cc8f43c, b = f2332a08, Cin = 0, Cout = 1, S = 5efc1e44
a = 6cc8f43c, b = 9a071031, Cin = 0, Cout = 1, S = 06d0046d
a = 6cc8f43c, b = ceda8cdd, Cin = 0, Cout = 1, S = 3ba38119
a = 6cc8f43c, b = 15f57248, Cin = 0, Cout = 0, S = 82be6684
a = 6cc8f43c, b = 08e09e65, Cin = 0, Cout = 0, S = 75a992a1
a = 6cc8f43c, b = 87cefc84, Cin = 0, Cout = 0, S = f497f0c0
a = 6cc8f43c, b = 17b0d618, Cin = 0, Cout = 0, S = 8479ca54
a = 6cc8f43c, b = dfaa6851, Cin = 0, Cout = 1, S = 4c735c8d
a = 6cc8f43c, b = ed3e55e9, Cin = 0, Cout = 1, S = 5a074a25
a = 6cc8f43c, b = e3b77c09, Cin = 0, Cout = 1, S = 50807045
a = 6cc8f43c, b = e8210362, Cin = 0, Cout = 1, S = 54e9f79e
a = 6cc8f43c, b = bf4a55f3, Cin = 0, Cout = 1, S = 2c134a2f
a = 6cc8f43c, b = 740ef8da, Cin = 0, Cout = 0, S = e0d7ed16
a = 6cc8f43c, b = 9755e11a, Cin = 0, Cout = 1, S = 041ed556
a = 6cc8f43c, b = 1d63ec61, Cin = 0, Cout = 0, S = 8a2ce09d
a = 6cc8f43c, b = 79260977, Cin = 0, Cout = 0, S = e5eefdb3
a = 6cc8f43c, b = 04095c7e, Cin = 0, Cout = 0, S = 70d250ba
a = 6cc8f43c, b = ea50f8c7, Cin = 0, Cout = 1, S = 5719ed03
a = 6cc8f43c, b = de4f6266, Cin = 0, Cout = 1, S = 4b1856a2
a = 6cc8f43c, b = f108a503, Cin = 0, Cout = 1, S = 5dd1993f
a = 6cc8f43c, b = e1c38706, Cin = 0, Cout = 1, S = 4e8c7b42
a = 6cc8f43c, b = b4508388, Cin = 0, Cout = 1, S = 211977c4
a = 6cc8f43c, b = 2923b07c, Cin = 0, Cout = 0, S = 95eca4b8
a = 6cc8f43c, b = 2e9feadc, Cin = 0, Cout = 0, S = 9b68df18
a = 6cc8f43c, b = f3391327, Cin = 0, Cout = 1, S = 60020763
a = 6cc8f43c, b = 62fd14a5, Cin = 0, Cout = 0, S = cfc608e1
a = 6cc8f43c, b = d0f29a5b, Cin = 0, Cout = 1, S = 3dbb8e97
a = 6cc8f43c, b = 2360e2c1, Cin = 0, Cout = 0, S = 9029d6fd
a = 6cc8f43c, b = be7fa709, Cin = 0, Cout = 1, S = 2b489b45
a = 6cc8f43c, b = 6cc8f43c, Cin = 0, Cout = 0, S = d991e878
a = 6cc8f43c, b = 02bca031, Cin = 0, Cout = 0, S = 6f85946d
a = 6cc8f43c, b = a40a0df1, Cin = 0, Cout = 1, S = 10d3022d
a = 6cc8f43c, b = b1921498, Cin = 0, Cout = 1, S = 1e5b08d4
a = 6cc8f43c, b = 90de4f58, Cin = 0, Cout = 0, S = fda74394
a = 6cc8f43c, b = bbd44d10, Cin = 0, Cout = 1, S = 289d414c
a = 6cc8f43c, b = 641400b3, Cin = 0, Cout = 0, S = d0dcf4ef
a = 6cc8f43c, b = aadb2c18, Cin = 0, Cout = 1, S = 17a42054
a = 6cc8f43c, b = 4b364f61, Cin = 0, Cout = 0, S = b7ff439d
a = 6cc8f43c, b = 1430c55d, Cin = 0, Cout = 0, S = 80f9b999
a = 6cc8f43c, b = 365a463f, Cin = 0, Cout = 0, S = a3233a7b
a = 6cc8f43c, b = 38e6d312, Cin = 0, Cout = 0, S = a5afc74e
a = 6cc8f43c, b = 4d9384e9, Cin = 0, Cout = 0, S = ba5c7925
a = 6cc8f43c, b = 6e7969bb, Cin = 0, Cout = 0, S = db425df7
a = 6cc8f43c, b = 5a0090e2, Cin = 0, Cout = 0, S = c6c9851e
a = 6cc8f43c, b = f79548e7, Cin = 0, Cout = 1, S = 645e3d23
a = 6cc8f43c, b = f8da31b7, Cin = 0, Cout = 1, S = 65a325f3
a = 6cc8f43c, b = d3f902b6, Cin = 0, Cout = 1, S = 40c1f6f2
a = 6cc8f43c, b = 17479f9b, Cin = 0, Cout = 0, S = 841093d7
a = 6cc8f43c, b = afe62522, Cin = 0, Cout = 1, S = 1caf195e
a = 6cc8f43c, b = d6580ac2, Cin = 0, Cout = 1, S = 4320fefe
a = 6cc8f43c, b = c7b09cf5, Cin = 0, Cout = 1, S = 34799131
a = 6cc8f43c, b = d01b45ea, Cin = 0, Cout = 1, S = 3ce43a26
a = 6cc8f43c, b = 5bb4054a, Cin = 0, Cout = 0, S = c87cf986
a = 6cc8f43c, b = 46cab7fb, Cin = 0, Cout = 0, S = b393ac37
a = 6cc8f43c, b = 01afc5f2, Cin = 0, Cout = 0, S = 6e78ba2e
a = 6cc8f43c, b = d60ff0ae, Cin = 0, Cout = 1, S = 42d8e4ea
a = 6cc8f43c, b = 1c48c2e0, Cin = 0, Cout = 0, S = 8911b71c
a = 6cc8f43c, b = 9136cd04, Cin = 0, Cout = 0, S = fdffc140
a = 6cc8f43c, b = 2a8a3b80, Cin = 0, Cout = 0, S = 97532fbc
a = 6cc8f43c, b = 4068f5de, Cin = 0, Cout = 0, S = ad31ea1a
a = 6cc8f43c, b = b469dcff, Cin = 0, Cout = 1, S = 2132d13b
a = 6cc8f43c, b = 1d62204b, Cin = 0, Cout = 0, S = 8a2b1487
a = 6cc8f43c, b = eba8454b, Cin = 0, Cout = 1, S = 58713987
a = 6cc8f43c, b = ed8fc5f5, Cin = 0, Cout = 1, S = 5a58ba31
a = 6cc8f43c, b = ec03ab1d, Cin = 0, Cout = 1, S = 58cc9f59
a = 6cc8f43c, b = 61c1a992, Cin = 0, Cout = 0, S = ce8a9dce
a = 6cc8f43c, b = 61a3a813, Cin = 0, Cout = 0, S = ce6c9c4f
a = 6cc8f43c, b = 6faec648, Cin = 0, Cout = 0, S = dc77ba84
a = 6cc8f43c, b = 1f79af1d, Cin = 0, Cout = 0, S = 8c42a359
a = 6cc8f43c, b = c76a69a5, Cin = 0, Cout = 1, S = 34335de1
a = 6cc8f43c, b = 308f4b4b, Cin = 0, Cout = 0, S = 9d583f87
a = 6cc8f43c, b = 27f8eb5e, Cin = 0, Cout = 0, S = 94c1df9a
a = 6cc8f43c, b = 3fdd76cc, Cin = 0, Cout = 0, S = aca66b08
a = 6cc8f43c, b = 608e3420, Cin = 0, Cout = 0, S = cd57285c
a = 6cc8f43c, b = 16122bea, Cin = 0, Cout = 0, S = 82db2026
a = 6cc8f43c, b = 3a354c1e, Cin = 0, Cout = 0, S = a6fe405a
a = 6cc8f43c, b = 001c91c2, Cin = 0, Cout = 0, S = 6ce585fe
a = 6cc8f43c, b = 53a5f236, Cin = 0, Cout = 0, S = c06ee672
a = 6cc8f43c, b = 21cc01c6, Cin = 0, Cout = 0, S = 8e94f602
a = 6cc8f43c, b = 6ae02c17, Cin = 0, Cout = 0, S = d7a92053
a = 6cc8f43c, b = 3928c908, Cin = 0, Cout = 0, S = a5f1bd44
a = 6cc8f43c, b = 3cf312ca, Cin = 0, Cout = 0, S = a9bc0706
a = 6cc8f43c, b = c7f6d3dc, Cin = 0, Cout = 1, S = 34bfc818
a = 6cc8f43c, b = d231a019, Cin = 0, Cout = 1, S = 3efa9455
a = 02bca031, b = 000fd750, Cin = 0, Cout = 0, S = 02cc7781
a = 02bca031, b = 00046831, Cin = 0, Cout = 0, S = 02c10862
a = 02bca031, b = 000d8e15, Cin = 0, Cout = 0, S = 02ca2e46
a = 02bca031, b = aa21deaf, Cin = 0, Cout = 0, S = acde7ee0
a = 02bca031, b = 33b278c3, Cin = 0, Cout = 0, S = 366f18f4
a = 02bca031, b = 627ecaf3, Cin = 0, Cout = 0, S = 653b6b24
a = 02bca031, b = 34d72f2d, Cin = 0, Cout = 0, S = 3793cf5e
a = 02bca031, b = e2e08ab9, Cin = 0, Cout = 0, S = e59d2aea
a = 02bca031, b = 2f2bb91f, Cin = 0, Cout = 0, S = 31e85950
a = 02bca031, b = 758e1030, Cin = 0, Cout = 0, S = 784ab061
a = 02bca031, b = fb5d968d, Cin = 0, Cout = 0, S = fe1a36be
a = 02bca031, b = 3e4aff0f, Cin = 0, Cout = 0, S = 41079f40
a = 02bca031, b = ff2394c7, Cin = 0, Cout = 1, S = 01e034f8
a = 02bca031, b = ce62f445, Cin = 0, Cout = 0, S = d11f9476
a = 02bca031, b = 52448c87, Cin = 0, Cout = 0, S = 55012cb8
a = 02bca031, b = dbd68233, Cin = 0, Cout = 0, S = de932264
a = 02bca031, b = 43612820, Cin = 0, Cout = 0, S = 461dc851
a = 02bca031, b = ed72357f, Cin = 0, Cout = 0, S = f02ed5b0
a = 02bca031, b = c9cf911c, Cin = 0, Cout = 0, S = cc8c314d
a = 02bca031, b = f2332a08, Cin = 0, Cout = 0, S = f4efca39
a = 02bca031, b = 9a071031, Cin = 0, Cout = 0, S = 9cc3b062
a = 02bca031, b = ceda8cdd, Cin = 0, Cout = 0, S = d1972d0e
a = 02bca031, b = 15f57248, Cin = 0, Cout = 0, S = 18b21279
a = 02bca031, b = 08e09e65, Cin = 0, Cout = 0, S = 0b9d3e96
a = 02bca031, b = 87cefc84, Cin = 0, Cout = 0, S = 8a8b9cb5
a = 02bca031, b = 17b0d618, Cin = 0, Cout = 0, S = 1a6d7649
a = 02bca031, b = dfaa6851, Cin = 0, Cout = 0, S = e2670882
a = 02bca031, b = ed3e55e9, Cin = 0, Cout = 0, S = effaf61a
a = 02bca031, b = e3b77c09, Cin = 0, Cout = 0, S = e6741c3a
a = 02bca031, b = e8210362, Cin = 0, Cout = 0, S = eadda393
a = 02bca031, b = bf4a55f3, Cin = 0, Cout = 0, S = c206f624
a = 02bca031, b = 740ef8da, Cin = 0, Cout = 0, S = 76cb990b
a = 02bca031, b = 9755e11a, Cin = 0, Cout = 0, S = 9a12814b
a = 02bca031, b = 1d63ec61, Cin = 0, Cout = 0, S = 20208c92
a = 02bca031, b = 79260977, Cin = 0, Cout = 0, S = 7be2a9a8
a = 02bca031, b = 04095c7e, Cin = 0, Cout = 0, S = 06c5fcaf
a = 02bca031, b = ea50f8c7, Cin = 0, Cout = 0, S = ed0d98f8
a = 02bca031, b = de4f6266, Cin = 0, Cout = 0, S = e10c0297
a = 02bca031, b = f108a503, Cin = 0, Cout = 0, S = f3c54534
a = 02bca031, b = e1c38706, Cin = 0, Cout = 0, S = e4802737
a = 02bca031, b = b4508388, Cin = 0, Cout = 0, S = b70d23b9
a = 02bca031, b = 2923b07c, Cin = 0, Cout = 0, S = 2be050ad
a = 02bca031, b = 2e9feadc, Cin = 0, Cout = 0, S = 315c8b0d
a = 02bca031, b = f3391327, Cin = 0, Cout = 0, S = f5f5b358
a = 02bca031, b = 62fd14a5, Cin = 0, Cout = 0, S = 65b9b4d6
a = 02bca031, b = d0f29a5b, Cin = 0, Cout = 0, S = d3af3a8c
a = 02bca031, b = 2360e2c1, Cin = 0, Cout = 0, S = 261d82f2
a = 02bca031, b = be7fa709, Cin = 0, Cout = 0, S = c13c473a
a = 02bca031, b = 6cc8f43c, Cin = 0, Cout = 0, S = 6f85946d
a = 02bca031, b = 02bca031, Cin = 0, Cout = 0, S = 05794062
a = 02bca031, b = a40a0df1, Cin = 0, Cout = 0, S = a6c6ae22
a = 02bca031, b = b1921498, Cin = 0, Cout = 0, S = b44eb4c9
a = 02bca031, b = 90de4f58, Cin = 0, Cout = 0, S = 939aef89
a = 02bca031, b = bbd44d10, Cin = 0, Cout = 0, S = be90ed41
a = 02bca031, b = 641400b3, Cin = 0, Cout = 0, S = 66d0a0e4
a = 02bca031, b = aadb2c18, Cin = 0, Cout = 0, S = ad97cc49
a = 02bca031, b = 4b364f61, Cin = 0, Cout = 0, S = 4df2ef92
a = 02bca031, b = 1430c55d, Cin = 0, Cout = 0, S = 16ed658e
a = 02bca031, b = 365a463f, Cin = 0, Cout = 0, S = 3916e670
a = 02bca031, b = 38e6d312, Cin = 0, Cout = 0, S = 3ba37343
a = 02bca031, b = 4d9384e9, Cin = 0, Cout = 0, S = 5050251a
a = 02bca031, b = 6e7969bb, Cin = 0, Cout = 0, S = 713609ec
a = 02bca031, b = 5a0090e2, Cin = 0, Cout = 0, S = 5cbd3113
a = 02bca031, b = f79548e7, Cin = 0, Cout = 0, S = fa51e918
a = 02bca031, b = f8da31b7, Cin = 0, Cout = 0, S = fb96d1e8
a = 02bca031, b = d3f902b6, Cin = 0, Cout = 0, S = d6b5a2e7
a = 02bca031, b = 17479f9b, Cin = 0, Cout = 0, S = 1a043fcc
a = 02bca031, b = afe62522, Cin = 0, Cout = 0, S = b2a2c553
a = 02bca031, b = d6580ac2, Cin = 0, Cout = 0, S = d914aaf3
a = 02bca031, b = c7b09cf5, Cin = 0, Cout = 0, S = ca6d3d26
a = 02bca031, b = d01b45ea, Cin = 0, Cout = 0, S = d2d7e61b
a = 02bca031, b = 5bb4054a, Cin = 0, Cout = 0, S = 5e70a57b
a = 02bca031, b = 46cab7fb, Cin = 0, Cout = 0, S = 4987582c
a = 02bca031, b = 01afc5f2, Cin = 0, Cout = 0, S = 046c6623
a = 02bca031, b = d60ff0ae, Cin = 0, Cout = 0, S = d8cc90df
a = 02bca031, b = 1c48c2e0, Cin = 0, Cout = 0, S = 1f056311
a = 02bca031, b = 9136cd04, Cin = 0, Cout = 0, S = 93f36d35
a = 02bca031, b = 2a8a3b80, Cin = 0, Cout = 0, S = 2d46dbb1
a = 02bca031, b = 4068f5de, Cin = 0, Cout = 0, S = 4325960f
a = 02bca031, b = b469dcff, Cin = 0, Cout = 0, S = b7267d30
a = 02bca031, b = 1d62204b, Cin = 0, Cout = 0, S = 201ec07c
a = 02bca031, b = eba8454b, Cin = 0, Cout = 0, S = ee64e57c
a = 02bca031, b = ed8fc5f5, Cin = 0, Cout = 0, S = f04c6626
a = 02bca031, b = ec03ab1d, Cin = 0, Cout = 0, S = eec04b4e
a = 02bca031, b = 61c1a992, Cin = 0, Cout = 0, S = 647e49c3
a = 02bca031, b = 61a3a813, Cin = 0, Cout = 0, S = 64604844
a = 02bca031, b = 6faec648, Cin = 0, Cout = 0, S = 726b6679
a = 02bca031, b = 1f79af1d, Cin = 0, Cout = 0, S = 22364f4e
a = 02bca031, b = c76a69a5, Cin = 0, Cout = 0, S = ca2709d6
a = 02bca031, b = 308f4b4b, Cin = 0, Cout = 0, S = 334beb7c
a = 02bca031, b = 27f8eb5e, Cin = 0, Cout = 0, S = 2ab58b8f
a = 02bca031, b = 3fdd76cc, Cin = 0, Cout = 0, S = 429a16fd
a = 02bca031, b = 608e3420, Cin = 0, Cout = 0, S = 634ad451
a = 02bca031, b = 16122bea, Cin = 0, Cout = 0, S = 18cecc1b
a = 02bca031, b = 3a354c1e, Cin = 0, Cout = 0, S = 3cf1ec4f
a = 02bca031, b = 001c91c2, Cin = 0, Cout = 0, S = 02d931f3
a = 02bca031, b = 53a5f236, Cin = 0, Cout = 0, S = 56629267
a = 02bca031, b = 21cc01c6, Cin = 0, Cout = 0, S = 2488a1f7
a = 02bca031, b = 6ae02c17, Cin = 0, Cout = 0, S = 6d9ccc48
a = 02bca031, b = 3928c908, Cin = 0, Cout = 0, S = 3be56939
a = 02bca031, b = 3cf312ca, Cin = 0, Cout = 0, S = 3fafb2fb
a = 02bca031, b = c7f6d3dc, Cin = 0, Cout = 0, S = cab3740d
a = 02bca031, b = d231a019, Cin = 0, Cout = 0, S = d4ee404a
a = a40a0df1, b = 000fd750, Cin = 0, Cout = 0, S = a419e541
a = a40a0df1, b = 00046831, Cin = 0, Cout = 0, S = a40e7622
a = a40a0df1, b = 000d8e15, Cin = 0, Cout = 0, S = a4179c06
a = a40a0df1, b = aa21deaf, Cin = 0, Cout = 1, S = 4e2beca0
a = a40a0df1, b = 33b278c3, Cin = 0, Cout = 0, S = d7bc86b4
a = a40a0df1, b = 627ecaf3, Cin = 0, Cout = 1, S = 0688d8e4
a = a40a0df1, b = 34d72f2d, Cin = 0, Cout = 0, S = d8e13d1e
a = a40a0df1, b = e2e08ab9, Cin = 0, Cout = 1, S = 86ea98aa
a = a40a0df1, b = 2f2bb91f, Cin = 0, Cout = 0, S = d335c710
a = a40a0df1, b = 758e1030, Cin = 0, Cout = 1, S = 19981e21
a = a40a0df1, b = fb5d968d, Cin = 0, Cout = 1, S = 9f67a47e
a = a40a0df1, b = 3e4aff0f, Cin = 0, Cout = 0, S = e2550d00
a = a40a0df1, b = ff2394c7, Cin = 0, Cout = 1, S = a32da2b8
a = a40a0df1, b = ce62f445, Cin = 0, Cout = 1, S = 726d0236
a = a40a0df1, b = 52448c87, Cin = 0, Cout = 0, S = f64e9a78
a = a40a0df1, b = dbd68233, Cin = 0, Cout = 1, S = 7fe09024
a = a40a0df1, b = 43612820, Cin = 0, Cout = 0, S = e76b3611
a = a40a0df1, b = ed72357f, Cin = 0, Cout = 1, S = 917c4370
a = a40a0df1, b = c9cf911c, Cin = 0, Cout = 1, S = 6dd99f0d
a = a40a0df1, b = f2332a08, Cin = 0, Cout = 1, S = 963d37f9
a = a40a0df1, b = 9a071031, Cin = 0, Cout = 1, S = 3e111e22
a = a40a0df1, b = ceda8cdd, Cin = 0, Cout = 1, S = 72e49ace
a = a40a0df1, b = 15f57248, Cin = 0, Cout = 0, S = b9ff8039
a = a40a0df1, b = 08e09e65, Cin = 0, Cout = 0, S = aceaac56
a = a40a0df1, b = 87cefc84, Cin = 0, Cout = 1, S = 2bd90a75
a = a40a0df1, b = 17b0d618, Cin = 0, Cout = 0, S = bbbae409
a = a40a0df1, b = dfaa6851, Cin = 0, Cout = 1, S = 83b47642
a = a40a0df1, b = ed3e55e9, Cin = 0, Cout = 1, S = 914863da
a = a40a0df1, b = e3b77c09, Cin = 0, Cout = 1, S = 87c189fa
a = a40a0df1, b = e8210362, Cin = 0, Cout = 1, S = 8c2b1153
a = a40a0df1, b = bf4a55f3, Cin = 0, Cout = 1, S = 635463e4
a = a40a0df1, b = 740ef8da, Cin = 0, Cout = 1, S = 181906cb
a = a40a0df1, b = 9755e11a, Cin = 0, Cout = 1, S = 3b5fef0b
a = a40a0df1, b = 1d63ec61, Cin = 0, Cout = 0, S = c16dfa52
a = a40a0df1, b = 79260977, Cin = 0, Cout = 1, S = 1d301768
a = a40a0df1, b = 04095c7e, Cin = 0, Cout = 0, S = a8136a6f
a = a40a0df1, b = ea50f8c7, Cin = 0, Cout = 1, S = 8e5b06b8
a = a40a0df1, b = de4f6266, Cin = 0, Cout = 1, S = 82597057
a = a40a0df1, b = f108a503, Cin = 0, Cout = 1, S = 9512b2f4
a = a40a0df1, b = e1c38706, Cin = 0, Cout = 1, S = 85cd94f7
a = a40a0df1, b = b4508388, Cin = 0, Cout = 1, S = 585a9179
